new_TaxonID,Order_linked_to_NCBI
Nakaseomyces_delphensis,Saccharomycetales
Nakazawaea_holstii,Saccharomycetales
Nakazawaea_peltata,Saccharomycetales
Naumovozyma_castellii,Saccharomycetales
Naumovozyma_dairenensis,Saccharomycetales
Ogataea_glucozyma,Saccharomycetales
Ogataea_henricii,Saccharomycetales
Ogataea_kodamae,Saccharomycetales
Ogataea_methanolica,Saccharomycetales
Ogataea_methylivora,Saccharomycetales
Ogataea_minuta,Saccharomycetales
Ogataea_naganishii,Saccharomycetales
Ogataea_nitratoaversa,Saccharomycetales
Ogataea_nonfermentans,Saccharomycetales
Ogataea_parapolymorpha,Saccharomycetales
Ogataea_philodendri,Saccharomycetales
Ogataea_pilisensis,Saccharomycetales
Ogataea_pini,Saccharomycetales
Ogataea_polymorpha,Saccharomycetales
Ogataea_populialbae,Saccharomycetales
Ogataea_ramenticola,Saccharomycetales
Ogataea_trehaloabstinens,Saccharomycetales
Ogataea_trehalophila,Saccharomycetales
Ogataea_zsoltii,Saccharomycetales
Pachysolen_tannophilus,Saccharomycetales
Peterozyma_toletana,Saccharomycetales
Peterozyma_xylosa,Saccharomycetales
Phaffomyces_antillensis,Saccharomycetales
Phaffomyces_opuntiae,Saccharomycetales
Phaffomyces_thermotolerans,Saccharomycetales
Pichia_exigua,Saccharomycetales
Pichia_heedii,Saccharomycetales
Pichia_kudriavzevii,Saccharomycetales
Pichia_membranifaciens,Saccharomycetales
Pichia_nakasei,Saccharomycetales
Pichia_norvegensis,Saccharomycetales
Pichia_occidentalis,Saccharomycetales
Pichia_terricola,Saccharomycetales
Priceomyces_carsonii,Saccharomycetales
Priceomyces_castillae,Saccharomycetales
Priceomyces_haplophilus,Saccharomycetales
Priceomyces_medius,Saccharomycetales
Saccharomyces_arboricola,Saccharomycetales
Saccharomyces_cerevisiae,Saccharomycetales
Saccharomyces_eubayanus,Saccharomycetales
Saccharomyces_kudriavzevii,Saccharomycetales
Saccharomyces_mikatae,Saccharomycetales
Saccharomyces_paradoxus,Saccharomycetales
Saccharomyces_uvarum,Saccharomycetales
Saccharomycopsis_capsularis,Saccharomycetales
Saccharomycopsis_malanga,Saccharomycetales
Magnusiomyces_clavatus,Saccharomycetales
Saturnispora_dispora,Saccharomycetales
Saturnispora_hagleri,Saccharomycetales
Saturnispora_mendoncae,Saccharomycetales
Saturnispora_saitoi,Saccharomycetales
Saturnispora_serradocipensis,Saccharomycetales
Saturnispora_silvae,Saccharomycetales
Saturnispora_zaruensis,Saccharomycetales
Scheffersomyces_lignosus,Saccharomycetales
Scheffersomyces_stipitis,Saccharomycetales
Spathaspora_arborariae,Saccharomycetales
Spathaspora_girioi,Saccharomycetales
Spathaspora_gorwiae,Saccharomycetales
Spathaspora_hagerdaliae,Saccharomycetales
Spathaspora_passalidarum,Saccharomycetales
Spencermartinsiella_europaea,Saccharomycetales
Sporopachydermia_lactativora,Saccharomycetales
Sporopachydermia_quercuum,Saccharomycetales
Starmera_amethionina,Saccharomycetales
Starmera_quercuum,Saccharomycetales
Starmerella_apicola,Saccharomycetales
Starmerella_bombicola,Saccharomycetales
Sugiyamaella_lignohabitans,Saccharomycetales
Suhomyces_canberraensis,Saccharomycetales
Suhomyces_emberorum,Saccharomycetales
Suhomyces_pyralidae,Saccharomycetales
Suhomyces_tanzawaensis,Saccharomycetales
Tetrapisispora_blattae,Saccharomycetales
Tetrapisispora_fleetii,Saccharomycetales
Tetrapisispora_iriomotensis,Saccharomycetales
Tetrapisispora_namnaonensis,Saccharomycetales
Tetrapisispora_phaffii,Saccharomycetales
Teunomyces_cretensis,Saccharomycetales
Teunomyces_gatunensis,Saccharomycetales
Teunomyces_kruisii,Saccharomycetales
Tortispora_caseinolytica,Saccharomycetales
Tortispora_ganteri,Saccharomycetales
Tortispora_starmeri,Saccharomycetales
Torulaspora_delbrueckii,Saccharomycetales
Torulaspora_franciscae,Saccharomycetales
Torulaspora_maleeae,Saccharomycetales
Torulaspora_microellipsoides,Saccharomycetales
Torulaspora_pretoriensis,Saccharomycetales
Trigonopsis_variabilis,Saccharomycetales
Trigonopsis_vinaria,Saccharomycetales
Vanderwaltozyma_polyspora,Saccharomycetales
Wickerhamia_fluorescens,Saccharomycetales
Wickerhamiella_cacticola,Saccharomycetales
Wickerhamiella_domercqiae,Saccharomycetales
Wickerhamiella_infanticola,Saccharomycetales
Wickerhamiella_versatilis,Saccharomycetales
Wickerhamomyces_alni,Saccharomycetales
Wickerhamomyces_anomalus,Saccharomycetales
Wickerhamomyces_bovis,Saccharomycetales
Wickerhamomyces_canadensis,Saccharomycetales
Wickerhamomyces_ciferrii,Saccharomycetales
Wickerhamomyces_hampshirensis,Saccharomycetales
Wickerhamomyces_sp._YB_2243,Saccharomycetales
Yamadazyma_nakazawae,Saccharomycetales
Yamadazyma_philogaea,Saccharomycetales
Yamadazyma_scolyti,Saccharomycetales
Yamadazyma_tenuis,Saccharomycetales
Yarrowia_bubula,Saccharomycetales
Yarrowia_deformans,Saccharomycetales
Yarrowia_divulgata,Saccharomycetales
Yarrowia_keelungensis,Saccharomycetales
Yarrowia_lipolytica,Saccharomycetales
Yueomyces_sinensis,Saccharomycetales
Zygoascus_meyerae,Saccharomycetales
Zygoascus_ofunaensis,Saccharomycetales
Zygosaccharomyces_bailii,Saccharomycetales
Zygosaccharomyces_bisporus,Saccharomycetales
Zygosaccharomyces_kombuchaensis,Saccharomycetales
Zygosaccharomyces_rouxii,Saccharomycetales
Zygotorulaspora_florentina,Saccharomycetales
Zygotorulaspora_mrakii,Saccharomycetales
Neolecta_irregularis,Neolectales
Pneumocystis_jirovecii,Pneumocystidales
Pneumocystis_carinii,Pneumocystidales
Pneumocystis_murina,Pneumocystidales
Schizosaccharomyces_japonicus,Schizosaccharomycetales
Schizosaccharomyces_octosporus,Schizosaccharomycetales
Schizosaccharomyces_cryophilus,Schizosaccharomycetales
Taphrina_populina,Taphrinales
Protomyces_lactucaedebilis,Taphrinales
Schizosaccharomyces_pombe,Schizosaccharomycetales
Taphrina_wiesneri,Taphrinales
Taphrina_flavorubra,Taphrinales
Taphrina_deformans,Taphrinales
Saitoella_complicata,no_rank
Pleurotus_eryngii,Agaricales
Cutaneotrichosporon_mucoides,Trichosporonales
Mycena_citricolor,Agaricales
Cutaneotrichosporon_cutaneum,Trichosporonales
Puccinia_novopanici,Pucciniales
Rhodotorula_toruloides,Sporidiobolales
Rhodotorula_sp._FNED722,Sporidiobolales
Pleurotus_salmoneostramineus,Agaricales
Melampsora_aecidioides,Pucciniales
Moniliella_sp._wahieum,Moniliellales
Rhizopogon_fuscorubens,Boletales
Hypsizygus_marmoreus,Agaricales
Postia_placenta,Polyporales
Trichosporon_inkin,Trichosporonales
Rhizopogon_villosulus,Boletales
Coprinellus_micaceus,Agaricales
Gomphus_sp._MG54,Gomphales
Trametes_villosa,Polyporales
Amanita_pseudoporphyria,Agaricales
Puccinia_hordei,Pucciniales
Amanita_bisporigera,Agaricales
Russula_griseocarnosa,Russulales
Exidia_glandulosa,Auriculariales
Melampsora_alliipopulina,Pucciniales
Cantharellus_cibarius,Cantharellales
Chroogomphus_rutilus,Boletales
Leucoagaricus_gongylophorus,Agaricales
Malassezia_sp.,Malasseziales
Auriculariopsis_ampla,Agaricales
Austropuccinia_psidii,Pucciniales
Ganoderma_australe,Polyporales
Termitomyces_eurrhizus,Agaricales
Ganoderma_sp._BRIUMSc,Polyporales
Boletus_subvelutipes,Boletales
Ganoderma_boninense,Polyporales
Lentinula_edodes,Agaricales
Limonomyces_culmigenus,Corticiales
Basidioascus_undulatus,Geminibasidiales
Hymenopellis_radicata,Agaricales
Chiua_virens,Boletales
Tylopilus_plumbeoviolaceoides,Boletales
Melampsora_medusae,Pucciniales
Tricholoma_sp._MG77,Agaricales
Irpex_lacteus,Polyporales
Malassezia_yamatoensis,Malasseziales
Rhizopogon_sp._AM2018a,Boletales
Grifola_frondosa,Polyporales
Russula_foetens,Russulales
Tulasnella_calospora,Cantharellales
Thelephora_aurantiotincta,Thelephorales
Cantharellus_cinnabarinus,Cantharellales
Hemileia_vastatrix,Pucciniales
Malassezia_obtusa,Malasseziales
Mycena_chlorophos,Agaricales
Russula_abietina,Russulales
Lepista_sordida,Agaricales
Uromyces_viciaefabae,Pucciniales
Lactifluus_rugatus,Russulales
Termitomyces_sp._MG148,Agaricales
Cantharellus_appalachiensis,Cantharellales
Cantharellus_lutescens,Cantharellales
Crepidotus_sp._BD2015,Agaricales
Sphaerobolus_stellatus,Geastrales
Lactarius_piperatus,Russulales
Clavaria_fumosa,Agaricales
Hericium_coralloides,Russulales
Melampsora_occidentalis,Pucciniales
Pleurotus_tuoliensis,Agaricales
Pulveroboletus_ravenelii,Boletales
Rhizopogon_parksii,Boletales
Phellinus_lamaoensis,Hymenochaetales
Pleurotus_citrinopileatus,Agaricales
Lactarius_sp._MG50,Russulales
Laetiporus_sulphureus,Polyporales
Macrocystidia_cucumis,Agaricales
Boletus_edulis,Boletales
Lactifluus_pinguis,Russulales
Termitomyces_sp._MG16,Agaricales
Rhizopogon_hawkerae,Boletales
Tilletia_indica,Tilletiales
Cutaneotrichosporon_daszewskae,Trichosporonales
Dendrothele_bispora,Agaricales
Gomphus_bonarii,Gomphales
Malassezia_caprae,Malasseziales
Russula_sp._MG48,Russulales
Suillus_sp._MG131,Boletales
Collybia_sp._MG36,Agaricales
Hymenopellis_chiangmaiae,Agaricales
Rhizopogon_salebrosus,Boletales
Amanita_brunnescens,Agaricales
Armillaria_fuscipes,Agaricales
Malassezia_nana,Malasseziales
Naematelia_encephala,Tremellales
Fibularhizoctonia_sp._CBS_109695,Atheliales
Holtermanniella_nyarrowii,Holtermanniales
Lepiota_venenata,Agaricales
Malassezia_sympodialis,Malasseziales
Rhizoctonia_solani,Cantharellales
Suillus_placidus,Boletales
Tricholoma_terreum,Agaricales
Hericium_alpestre,Russulales
Lactarius_hatsudake,Russulales
Ramaria_sp._MG151,Gomphales
Tricholoma_sp._MG99,Agaricales
Lactifluus_hygrophoroides,Russulales
Neoboletus_brunneissimus,Boletales
Retiboletus_ornatipes,Boletales
Albatrellus_sp._MG142,Russulales
Ganoderma_tsugae,Polyporales
Lentinus_polychrous,Polyporales
Macrolepiota_dolichaula,Agaricales
Malassezia_pachydermatis,Malasseziales
Suillus_alpinus,Boletales
Boletus_sp._MG55,Boletales
Ceraceosorus_bombacis,Ceraceosorales
Baeospora_myosura,Agaricales
Malassezia_dermatis,Malasseziales
Malassezia_equina,Malasseziales
Quambalaria_eucalypti,Microstromatales
Russula_aff._compacta,Russulales
Schizophyllum_commune,Agaricales
Tilletia_caries,Tilletiales
Tricholoma_saponaceum,Agaricales
Hygrophorus_pudorinus,Agaricales
Hygrophorus_russula,Agaricales
Malassezia_cuniculi,Malasseziales
Malassezia_japonica,Malasseziales
Porodaedalea_pini,Hymenochaetales
Serendipita_vermifera,Sebacinales
Stropharia_rugosoannulata,Agaricales
Boletus_sp._MG95,Boletales
Kockovaella_imperatae,Tremellales
Lactarius_indigo,Russulales
Puccinia_triticina,Pucciniales
Trametes_sanguinea,Polyporales
Auricularia_polytricha,Auriculariales
Chondrostereum_purpureum,Agaricales
Floccularia_luteovirens,Agaricales
Lactarius_echinatus,Russulales
Megacollybia_marginata,Agaricales
Phanerochaete_chrysosporium,Polyporales
Solicoccozyma_terricola,Filobasidiales
Trichosporon_akiyoshidainum,Trichosporonales
Bondarzewia_mesenterica,Russulales
Coprinus_comatus,Agaricales
Cronartium_ribicola,Pucciniales
Fomitopsis_palustris,Polyporales
Malassezia_vespertilionis,Malasseziales
Paxillus_involutus,Boletales
Pisolithus_microcarpus,Boletales
Rhizopogon_vulgaris,Boletales
Boletus_bicolor,Boletales
Boletus_speciosus,Boletales
Gloeostereum_incarnatum,Agaricales
Malassezia_slooffiae,Malasseziales
Mixia_osmundae,Mixiales
Phaeotremella_fagi,Tremellales
Dioszegia_crocea,Tremellales
Flammulina_velutipes,Agaricales
Heterobasidion_annosum,Russulales
Leucoagaricus_sp._SymC.cos,Agaricales
Pisolithus_tinctorius,Boletales
Pleurotus_platypus,Agaricales
Ramaria_cf._rubripermanens,Gomphales
Sarcodon_sp._MG97,Thelephorales
Tilletia_controversa,Tilletiales
Agaricus_bisporus,Agaricales
Albatrellus_ellisii,Russulales
Filobasidium_wieringae,Filobasidiales
Tilletia_laevis,Tilletiales
Ustilago_hordei,Ustilaginales
Auricularia_cornea,Auriculariales
Cutaneotrichosporon_cyanovorans,Trichosporonales
Sarcodon_aspratus,Thelephorales
Volvariella_volvacea,Agaricales
Amanita_phalloides,Agaricales
Apiotrichum_brassicae,Trichosporonales
Butyriboletus_roseoflavus,Boletales
Caloboletus_calopus,Boletales
Coriolopsis_trogii,Polyporales
Cutaneotrichosporon_oleaginosum,Trichosporonales
Cutaneotrichosporon_arboriformis,Trichosporonales
Lactarius_sp._MG121,Russulales
Pholiota_microspora,Agaricales
Puccinia_sorghi,Pucciniales
Rhodotorula_sp._CCFEE_5036,Sporidiobolales
Solicoccozyma_phenolica,Filobasidiales
Suillus_pictus,Boletales
Cutaneotrichosporon_curvatum,Trichosporonales
Meira_nashicola,Exobasidiales
Melampsora_abietiscanadensis,Pucciniales
Mrakia_frigida,Cystofilobasidiales
Puccinia_horiana,Pucciniales
Xanthophyllomyces_dendrorhous,Cystofilobasidiales
Dioszegia_aurantiaca,Tremellales
Gymnopilus_dilepis,Agaricales
Lactarius_trivialis,Russulales
Rhodotorula_kratochvilovae,Sporidiobolales
Serendipita_indica,Sebacinales
Takashimella_tepidaria,Trichosporonales
Tremella_mesenterica,Tremellales
Wallemia_mellicola,Wallemiales
Kwoniella_pini,Tremellales
Lactarius_deliciosus,Russulales
Omphalotus_olearius,Agaricales
Phaffia_rhodozyma,Cystofilobasidiales
Rhizopogon_rudus,Boletales
Agrocybe_cylindracea,Agaricales
Ceraceosorus_guamensis,Ceraceosorales
Ceratobasidium_theobromae,Cantharellales
Golubevia_pallescens,Golubeviales
Lactarius_volemus,Russulales
Phellinidium_pouzarii,Hymenochaetales
Tremella_fuciformis,Tremellales
Tricholoma_flavovirens,Agaricales
Amanita_jacksonii,Agaricales
Auricularia_heimuer,Auriculariales
Fistulina_hepatica,Agaricales
Hydnomerulius_pinastri,Boletales
Malassezia_globosa,Malasseziales
Malassezia_restricta,Malasseziales
Neoboletus_magnificus,Boletales
Rhizopogon_vesiculosus,Boletales
Rickenella_mellea,Hymenochaetales
Termitomyces_sp._JCM_13351,Agaricales
Trametes_cinnabarina,Polyporales
Cryptococcus_depauperatus,Tremellales
Cryptococcus_gattii_VGII,Tremellales
Galerina_marginata,Agaricales
Hebeloma_cylindrosporum,Agaricales
Meira_miltonrushii,Exobasidiales
Melampsora_laricipopulina,Pucciniales
Mrakia_psychrophila,Cystofilobasidiales
Naganishia_albida,Filobasidiales
Russula_virescens,Russulales
Sistotremastrum_niveocremeum,Trechisporales
Termitomyces_heimii,Agaricales
Cryptococcus_sp._DSM_27421,Tremellales
Dentipellis_fragilis,Russulales
Fomitopsis_rosea,Polyporales
Glaciozyma_antarctica,Kriegeriales
Gloeophyllum_trabeum,Gloeophyllales
Mrakia_blollopis,Cystofilobasidiales
Pascua_guehoae,Trichosporonales
Paxillus_rubicundulus,Boletales
Pyrrhoderma_noxium,Hymenochaetales
Schizopora_paradoxa,Hymenochaetales
Sistotremastrum_suecicum,Trechisporales
Tilletiopsis_washingtonensis,Entylomatales
Tricholoma_bakamatsutake,Agaricales
Wallemia_ichthyophaga,Wallemiales
Amanita_thiersii,Agaricales
Cutaneotrichosporon_dermatis,Trichosporonales
Leucosporidium_scottii,Leucosporidiales
Lyophyllum_shimeji,Agaricales
Moniliophthora_roreri,Agaricales
Papiliotrema_laurentii,Tremellales
Piloderma_croceum,Atheliales
Psathyrella_aberdarensis,Agaricales
Russula_lepida,Russulales
Sparassis_latifolia,Polyporales
Suillus_luteus,Boletales
Tricholoma_matsutake,Agaricales
Agaricales_sp._HM26F1,Agaricales
Apiotrichum_domesticum,Trichosporonales
Auricularia_subglabra,Auriculariales
Botryobasidium_botryosum,Cantharellales
Cryptococcus_amylolentus,Tremellales
Cryptococcus_wingfieldii,Tremellales
Gymnopus_luxurians,Agaricales
Jaminaea_rosea,Microstromatales
Kwoniella_shandongensis,Tremellales
Lignosus_rhinocerotis,Polyporales
Papiliotrema_flavescens,Tremellales
Phaeotremella_skinneri,Tremellales
Takashimella_koratensis,Trichosporonales
Tilletiaria_anomala,Georgefischeriales
Apiotrichum_gracile,Trichosporonales
Apiotrichum_montevideense,Trichosporonales
Armillaria_cepistipes,Agaricales
Bullera_alba,Tremellales
Cystobasidium_pallidum,Cystobasidiales
Holtermannia_corniformis,Holtermanniales
Phlebiopsis_gigantea,Polyporales
Pleurotus_ostreatus,Agaricales
Pleurotus_tuberregium,Agaricales
Pluteus_cervinus,Agaricales
Rhodotorula_diobovata,Sporidiobolales
Saitozyma_podzolica,Tremellales
Steccherinum_ochraceum,Polyporales
Termitomyces_sp._MG145,Agaricales
Violaceomyces_palustris,Violaceomycetales
Amanita_inopinata,Agaricales
Armillaria_gallica,Agaricales
Armillaria_ostoyae,Agaricales
Cryptococcus_sp._JCM_24511,Tremellales
Cystobasidiopsis_lactophilus,Agaricostilbales
Dacryopinax_primogenitus,Dacrymycetales
Erythrobasidium_yunnanense,Erythrobasidiales
Ganoderma_sinense,Polyporales
Jaapia_argillacea,Jaapiales
Kwoniella_dejecticola,Tremellales
Microbotryum_lychnidisdioicae,Microbotryales
Microbotryum_silenesacaulis,Microbotryales
Phlebia_centrifuga,Polyporales
Rhizopogon_vinicolor,Boletales
Rhodotorula_taiwanensis,Sporidiobolales
Sanghuangporus_baumii,Hymenochaetales
Termitomyces_sp._J132,Agaricales
Tilletia_horrida,Tilletiales
Tilletia_walkeri,Tilletiales
Xerocomus_impolitus,Boletales
Acaromyces_ingoldii,Exobasidiales
Amanita_polypyramis,Agaricales
Armillaria_solidipes,Agaricales
Crucibulum_laeve,Agaricales
Cylindrobasidium_torrendii,Agaricales
Fibroporia_radiculosa,Polyporales
Leucosporidium_creatinivorum,Leucosporidiales
Microbotryum_saponariae,Microbotryales
Microbotryum_silenesdioicae,Microbotryales
Phanerochaete_carnosa,Polyporales
Polyporus_arcularius,Polyporales
Pseudomicrostroma_glucosiphilum,Microstromatales
Psilocybe_cyanescens,Agaricales
Punctularia_strigosozonata,Corticiales
Salmacisia_buchloeana,Tilletiales
Scleroderma_citrinum,Boletales
Sparassis_crispa,Polyporales
Sporidiobolus_salmonicolor,Sporidiobolales
Calocera_viscosa,Dacrymycetales
Coniophora_puteana,Boletales
Cryptococcus_cf._gattii,Tremellales
Cryptococcus_gattii_VGIII,Tremellales
Cryptococcus_gattii_VGIV,Tremellales
Ganoderma_lucidum,Polyporales
Hypholoma_sublateritium,Agaricales
Kwoniella_mangrovensis,Tremellales
Laccaria_amethystina,Agaricales
Laccaria_bicolor,Agaricales
Microbotryum_violaceum,Microbotryales
Rhodotorula_paludigena,Sporidiobolales
Sporisorium_scitamineum,Ustilaginales
Stereum_hirsutum,Russulales
Trametes_pubescens,Polyporales
Trichosporon_asahii,Trichosporonales
Trichosporon_faecale,Trichosporonales
Calocera_cornea,Dacrymycetales
Cryptococcus_gattii_VGI,Tremellales
Fomitiporia_mediterranea,Hymenochaetales
Grammothele_lineata,Polyporales
Kwoniella_bestiolae,Tremellales
Lentinus_tigrinus,Polyporales
Lyophyllum_decastes,Agaricales
Neolentinus_lepideus,Gloeophyllales
Peniophora_sp._CONT,Russulales
Phlebopus_portentosus,Boletales
Polyporus_brumalis,Polyporales
Pterula_gracilis,Agaricales
Serpula_lacrymans,Boletales
Symmetrospora_coprosmae,no_rank
Taiwanofungus_camphoratus,Polyporales
Wolfiporia_cocos,Polyporales
Apiotrichum_laibachii,Trichosporonales
Coprinopsis_marcescibilis,Agaricales
Fomitopsis_pinicola,Polyporales
Heterobasidion_parviporum,Russulales
Kwoniella_heveanensis,Tremellales
Microbotryum_intermedium,Microbotryales
Panaeolus_cyanescens,Agaricales
Peniophora_sp._CBMAI_1063,Russulales
Plicaturopsis_crispa,Amylocorticiales
Prillingera_fragicola,Trichosporonales
Rhodotorula_graminis,Sporidiobolales
Rhodotorula_mucilaginosa,Sporidiobolales
Tinctoporellus_epimiltinus,Polyporales
Wallemia_hederae,Wallemiales
Apiotrichum_gamsii,Trichosporonales
Auricularia_auriculajudae,Auriculariales
Dichomitus_squalens,Polyporales
Gelatoporia_subvermispora,Polyporales
Obba_rivulosa,Polyporales
Pleurotus_ostreatoroseus,Agaricales
Trametes_hirsuta,Polyporales
Trametes_versicolor,Polyporales
Ustilago_xerochloae,Ustilaginales
Anthracocystis_flocculosa,Ustilaginales
Apiotrichum_porosum,Trichosporonales
Coniferiporia_sulphurascens,Hymenochaetales
Coprinopsis_strossmayeri,Agaricales
Cryptococcus_neoformans,Tremellales
Daedalea_quercina,Polyporales
Heliocybe_sulcata,Gloeophyllales
Heterobasidion_irregulare,Russulales
Pseudozyma_hubeiensis,Ustilaginales
Testicularia_cyperi,Ustilaginales
Thecaphora_thlaspeos,Urocystidales
Trametes_coccinea,Polyporales
Ustilago_bromivora,Ustilaginales
Ustilago_esculenta,Ustilaginales
Vanrija_humicola,Trichosporonales
Antrodiella_citrinella,Polyporales
Apiotrichum_veenhuisii,Trichosporonales
Coprinopsis_cinerea,Agaricales
Hericium_erinaceus,Russulales
Pseudozyma_sp._F8B2,Ustilaginales
Rhodotorula_sp._JG1b,Sporidiobolales
Trametes_polyzona,Polyporales
Moesziomyces_antarcticus,Ustilaginales
Moesziomyces_aphidis,Ustilaginales
Sporisorium_graminicola,Ustilaginales
Trametes_sp._AH282,Polyporales
Kalmanozyma_brasiliensis,Ustilaginales
Sporisorium_iseilematisciliati,Ustilaginales
Ustilago_cynodontis,Ustilaginales
Ustilago_tritici,Ustilaginales
Pseudozyma_tsukubaensis,Ustilaginales
Sporisorium_reilianum,Ustilaginales
Ustilago_vetiveriae,Ustilaginales
Dentipellis_sp._KUC8613,Russulales
Moesziomyces_sp._F16C1,Ustilaginales
Moesziomyces_sp._F5C1,Ustilaginales
Ustilago_maydis,Ustilaginales
Allomyces_macrogynus,Blastocladiales
Catenaria_anguillulae,Blastocladiales
Blyttiomyces_helicus,no_rank
Neocallimastix_californiae,Neocallimastigales
Rhizoclosmatium_globosum,Chytridiales
Pecoramyces_ruminatium,Neocallimastigales
Piromyces_sp._E2,Neocallimastigales
Chytriomyces_confervae,Chytridiales
Gonapodya_prolifera,Monoblepharidales
Anaeromyces_robustus,Neocallimastigales
Piromyces_finnis,Neocallimastigales
Synchytrium_endobioticum,Synchytriales
Batrachochytrium_salamandrivorans,Rhizophydiales
Homolaphlyctis_polyrhiza,Rhizophydiales
Spizellomyces_punctatus,Spizellomycetales
Batrachochytrium_dendrobatidis,Rhizophydiales
Rhizophlyctis_rosea,Rhizophlyctidales
Spizellomyces_sp._palustris,Spizellomycetales
Synchytrium_microbalum,Synchytriales
Powellomyces_hirtus,Spizellomycetales
Caulochytrium_protostelioides,Caulochytriales
Rozella_allomycis,no_rank
Paramicrosporidium_saccamoebae,no_rank
Encephalitozoon_cuniculi,no_rank
Hamiltosporidium_tvaerminnensis,no_rank
Tubulinosema_ratisbonensis,no_rank
Nosema_apis,no_rank
Metchnikovella_incurvata,no_rank
Hamiltosporidium_magnivora,no_rank
Enterospora_canceri,no_rank
Nematocida_parisii,no_rank
Nematocida_sp._ERTm5,no_rank
Nematocida_sp._1,no_rank
Nosema_ceranae,no_rank
Spraguea_lophii,no_rank
Vittaforma_corneae,no_rank
Antonospora_locustae,no_rank
Ordospora_colligata,no_rank
Trachipleistophora_hominis,no_rank
Amphiamblys_sp._WSBS2006,no_rank
Encephalitozoon_romaleae,no_rank
Edhazardia_aedis,no_rank
Encephalitozoon_intestinalis,no_rank
Nematocida_displodere,no_rank
Vavraia_culicis,no_rank
Encephalitozoon_hellem,no_rank
Mucor_racemosus,Mucorales
Rhizopus_azygosporus,Mucorales
Jimgerdemannia_lactiflua,Endogonales
Absidia_repens,Mucorales
Lichtheimia_ramosa,Mucorales
Rhizopus_oryzae,Mucorales
Rhizopus_delemar,Mucorales
Absidia_glauca,Mucorales
Jimgerdemannia_flammicorona,Endogonales
Rhizopus_stolonifer,Mucorales
Mucor_indicus,Mucorales
Lichtheimia_corymbifera,Mucorales
Endogone_sp._FLASF59071,Endogonales
Mucor_circinelloides,Mucorales
Mucor_velutinosus,Mucorales
Apophysomyces_elegans,Mucorales
Mortierella_alpina,Mortierellales
Rhizomucor_miehei,Mucorales
Choanephora_cucurbitarum,Mucorales
Cokeromyces_recurvatus,Mucorales
Parasitella_parasitica,Mucorales
Mucor_irregularis,Mucorales
Apophysomyces_trapeziformis,Mucorales
Apophysomyces_variabilis,Mucorales
Phycomyces_blakesleeanus,Mucorales
Saksenaea_vasiformis,Mucorales
Actinomucor_elegans,Mucorales
Saksenaea_oblongispora,Mucorales
Rhizomucor_pusillus,Mucorales
Mortierella_elongata,Mortierellales
Mucor_ambiguus,Mucorales
Hesseltinella_vesiculosa,Mucorales
Syncephalastrum_monosporum,Mucorales
Gongronella_sp._w5,Mucorales
Cunninghamella_elegans,Mucorales
Lobosporangium_transversale,Mortierellales
Thermomucor_indicaeseudaticae,Mucorales
Mortierella_verticillata,Mortierellales
Cunninghamella_bertholletiae,Mucorales
Gigaspora_rosea,Diversisporales
Syncephalastrum_racemosum,Mucorales
Umbelopsis_isabellina,Umbelopsidales
Diversispora_epigaea,Diversisporales
Bifiguratus_adelaidae,Endogonales
Rhizophagus_irregularis,Glomerales
Rhizophagus_clarus,Glomerales
Oehlia_diaphana,Glomerales
Rhizophagus_sp._MUCL_43196,Glomerales
Glomus_cerebriforme,Glomerales
Basidiobolus_meristosporus,Basidiobolales
Piptocephalis_cylindrospora,Zoopagales
Basidiobolus_heterosporus,Basidiobolales
Smittium_culicis,Harpellales
Syncephalis_pseudoplumigaleata,Zoopagales
Zoophagus_insidians,Zoopagales
Furculomyces_boomerangus,Harpellales
Smittium_angustum,Harpellales
Smittium_megazygosporum,Harpellales
Zancudomyces_culisetae,Harpellales
Zoopage_sp._CTAll,Zoopagales
Linderina_pennispora,Kickxellales
Smittium_mucronatum,Harpellales
Smittium_simulii,Harpellales
Thamnocephalis_sphaerospora,Zoopagales
Cochlonema_odontosperma,Zoopagales
Entomophthora_muscae,Entomophthorales
Conidiobolus_coronatus,Entomophthorales
Acaulopage_tetraceros,Zoopagales
Capniomyces_stellatus,Harpellales
Dimargaris_cristalligena,Dimargaritales
Coemansia_reversa,Kickxellales
Fonticula_alba,Fonticula_alba
Fonticula_like_sp_SCN_57_25,Fonticula_like_sp_SCN_57_25
Capsaspora_owczarzaki_ATCC_30864,Capsaspora_owczarzaki_ATCC_30864
Corallochytrium_limacisporum,Corallochytrium_limacisporum
Creolimax_fragrantissima,Creolimax_fragrantissima
Ichthyophonus_hoferi,Ichthyophonus_hoferi
Ichthyosporea_sp._XGB_2017a,Ichthyosporea_sp._XGB_2017a
Monosiga_brevicollis_MX1,Monosiga_brevicollis_MX1
Salpingoeca_rosetta,Salpingoeca_rosetta
Sphaeroforma_arctica,Sphaeroforma_arctica
Sphaeroforma_sirkka,Sphaeroforma_sirkka
Strigamia_maritima,Strigamia_maritima
Mnemiopsis_leidyi,Mnemiopsis_leidyi
Helobdella_robusta,Helobdella_robusta
Lingula_anatina,Lingula_anatina
Ixodes_scapularis,Ixodes_scapularis
Branchiostoma_lanceolatum,Branchiostoma_lanceolatum
Capitella_teleta,Capitella_teleta
Trichoplax_adhaerens,Trichoplax_adhaerens
Ciona_intestinalis,Ciona_intestinalis
